,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue
1784,94-2254303,California Institute of Integral Studies,San Francisco,CA,1697414400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,3.0,0.0,0.0,,,,14.0,0.0,,,1.0,12.0,5.0,,,1.0,,14.0,3.0,1.0,,16.0,1.0,1.0,,16.0,1.0,1.0,27.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,5.0,15.0,5.0,2.0,,5.0,1.0,18.0,3.0,5.0,8.0,11.0,3.0,5.0,2.0,17.0,3.0,5.0,374.0,22.0,14.0,14.0,1.0,0.0,0.0,119.0,30.0,5.0,4.0,165.0,132.0,48.0,23.0,6.0,165.0,16.0,180.0,13.0,165.0,79.0,112.0,18.0,165.0,36.0,154.0,19.0,165.0,201850.0,0.0,-1.0,0.0,1.0,27351.106020942407,330735.0,21703645.0,WWW.CIIS.EDU,768,41758432.0
1786,94-2260626,Swords To Plowshares Veterans Rights Organization,SAN FRANCISCO,CA,1674518400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,1.0,3.0,2.0,,,,7.0,1.0,,,,5.0,9.0,,,,,,,,1.0,5.0,8.0,,5.0,9.0,,,3.0,,1.0,,,,,2.0,,,,,2.0,1.0,,,,,3.0,,,,3.0,,,,,,,215.0,17.0,94.0,20.0,,,,63.0,19.0,,,2.0,112.0,100.0,,,3.0,,,,,,,,,,,,,191365.5,211358.0,9.459069446152972,0.3333333333333333,0.6666666666666666,59563.574803149604,211358.0,15723237.0,WWW.SWORDS-TO-PLOWSHARES.ORG,257,30349510.0
1788,94-2282759,Foundation for National Progress,San Francisco,CA,1693526400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,5.0,0.0,0.0,0.0,8.0,0.0,102.0,7.0,8.0,9.0,0.0,0.0,0.0,62.0,8.0,0.0,0.0,8.0,53.0,40.0,,9.0,,,,,102.0,5.0,19.0,60.0,18.0,2.0,0.0,83.0,17.0,209722.75,183753.4,-14.132718088481633,0.5555555555555556,0.4444444444444444,69716.25806451614,250733.0,10402474.0,WWW.MOTHERJONES.COM,133,21461748.0
1789,94-2295953,Pacific Clinics,Campbell,CA,1684800000000000000,White/Caucasian/European,Female,,,Person without a disability,,,,,,28.0,4.0,3.0,2.0,,,,18.0,,1.0,,,14.0,14.0,,,,,,,,,,,,,,,,31.0,4.0,3.0,7.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,1979.0,262.0,151.0,968.0,,5.0,10.0,481.0,76.0,,26.0,,,,,,,,,,,,,,,,,,,266250.2727272727,341311.85714285716,21.99208226867055,0.3888888888888889,0.6111111111111112,86684.65568369027,646552.0,110553108.0,www.pacificcclinics.org,1232,147095784.0
1790,94-2297147,Shanti Project Inc,San Francisco,CA,1661448583000000000,,,,,,,,,,,12.0,1.0,2.0,,,,,9.0,,,,,3.0,9.0,,,,,12.0,,,7.0,5.0,,,,,,,6.0,1.0,,,,,,4.0,1.0,,,,3.0,3.0,,,,,6.0,,,2.0,4.0,,,,,,,72.0,12.0,12.0,13.0,,3.0,,26.0,6.0,,,,46.0,23.0,3.0,,,3.0,69.0,,,17.0,55.0,,,,,,,0.0,192410.5,100.0,1.0,0.0,55865.17582417582,209248.0,5853373.0,WWW.SHANTI.ORG,95,9428062.0
1791,94-2358632,Walden Environment,San Diego,CA,1666310400000000000,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,12.0,1.0,3.0,2.0,,,,6.0,,,,,8.0,4.0,,,,1.0,11.0,,,1.0,11.0,,,,,,12.0,5.0,1.0,1.0,,,,,3.0,,,,,5.0,,,,,,5.0,,,,5.0,,,,5.0,,,116.0,4.0,16.0,29.0,,1.0,,27.0,4.0,,33.0,2.0,105.0,11.0,,,,,,,,6.0,88.0,22.0,,7.0,109.0,,,187607.0,0.0,-1.0,0.0,1.0,50872.175182481755,191340.0,7344702.0,WWW.WALDENFAMILY.ORG,139,18083359.0
1792,94-2376637,Catalyst Family Inc,Morgan Hill,CA,1620748044000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,,,,,,,,,,,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.0,170.0,56.0,651.0,,6.0,,290.0,59.0,,2.0,,1139.0,95.0,,,,,,,,,,,,13.0,,,1221.0,227523.5,208138.0,-9.31377259318337,0.5,0.5,32152.352469959947,288454.0,49035547.0,WWW.CATALYSTKIDS.ORG,1502,83614943.0
1793,94-2418054,Food Bank Contra Costa and Solano,Concord,CA,1694081897000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,4.0,2.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,,,,,1.0,3.0,2.0,,,,4.0,3.0,,,,,,,,,,,,,,,,111.0,13.0,10.0,31.0,,1.0,,52.0,4.0,,,,55.0,56.0,,,,,,,,,,,,,,,,157333.0,247908.0,36.53573099698275,0.5,0.5,63748.257352941175,322516.0,9480245.0,www.foodbankccs.org,140,115008160.0
1794,94-2427088,Alternative Family Services Inc,SANTA ROSA,CA,1684800000000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,Black/African American,Male,,,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,186.0,10.0,65.0,50.0,,,,45.0,,,,16.0,,,,,,,,,,,,,,,,,,215796.0,209281.33333333334,-3.112875172813624,0.75,0.25,46651.19736842105,234107.0,11480113.0,WWW.AFS4KIDS.ORG,232,22053004.0
1796,94-2465081,Sojourner Center,Phoenix,AZ,1680825600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,11.0,33.0,,,1.0,28.0,3.0,,,,,,,,,,,,,,,,,,,,,223596.75,239379.0,6.592996879425514,0.3333333333333333,0.6666666666666666,,0.0,3108762.0,WWW.SOJOURNERCENTER.ORG,123,5413708.0
1798,94-2493158,Weave Inc,Sacramento,CA,1674864000000000000,White/Caucasian/European,Female,,Heterosexual or Straight,Person without a disability,,,,,,16.0,1.0,3.0,1.0,,,,10.0,,1.0,,,11.0,5.0,,,,,16.0,,,3.0,11.0,,2.0,,,,16.0,9.0,,1.0,,,,,8.0,0.0,,,,9.0,,,,,,9.0,,,,9.0,,,,9.0,,,134.0,13.0,14.0,43.0,,3.0,,46.0,7.0,,8.0,,123.0,11.0,,,,,,,,9.0,125.0,,,6.0,128.0,,,175184.33333333334,0.0,-1.0,0.0,1.0,35125.90155440415,208263.0,7304852.0,WWW.WEAVEINC.ORG,196,10976365.0
1800,94-2506933,National Center for Youth Law,Oakland,CA,1676592000000000000,White/Caucasian/European,Female,,,,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,13.0,3.0,2.0,1.0,,,,7.0,,,,,8.0,5.0,,,,,,,,,,,,,,,,6.0,1.0,1.0,,,,,2.0,1.0,,,1.0,5.0,1.0,,,,,,,,,,,,,,,,89.0,9.0,11.0,28.0,,1.0,,28.0,6.0,,,6.0,76.0,13.0,,,,,,,,,,,,,,,,202861.2,240968.5,15.814224680819272,0.4444444444444444,0.5555555555555556,98035.59433962264,342698.0,12369953.0,www.youthlaw.org,115,23935846.0
1801,94-2512284,Rural Community Assistance,W SACRAMENTO,CA,1683763200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,,,2.0,,1.0,1.0,6.0,0.0,1.0,,,5.0,6.0,,,,,,,,,,,,,,,,10.0,3.0,,1.0,,,,6.0,,,,,6.0,4.0,,,,,10.0,,,,,,,,,,,163.0,18.0,2.0,23.0,,7.0,,103.0,3.0,,0.0,7.0,,,,,,,,,,,,,,,,,,298791.0,175534.0,-70.2183052855857,0.5,0.5,84193.51776649746,298791.0,17060448.0,WWW.RCAC.ORG,199,32872425.0
1803,94-2581686,Kidango Inc,Fremont,CA,1631805994000000000,White/Caucasian/European,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,1.0,3.0,,,,3.0,,,1.0,,8.0,3.0,,,,,,,,,,,,,,,,593.0,144.0,45.0,46.0,,5.0,,25.0,9.0,,,319.0,540.0,36.0,2.0,5.0,10.0,,,,,,,,,,,,,168702.6,200338.66666666666,15.791293409826022,0.375,0.625,65197.034782608695,247268.0,46430483.0,www.kidango.org,698,68443117.0
1806,94-2699571,Nations Finest,SANTA ROSA,CA,1677628800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Decline to state,Decline to state,,,,,,11.0,,2.0,,,,,9.0,,,,,2.0,9.0,,,,,,11.0,,,,11.0,,,,11.0,,11.0,1.0,,,,,,10.0,,,,,4.0,7.0,,,,,,,,,,,,1.0,10.0,,,162.0,10.0,12.0,17.0,,2.0,,106.0,13.0,,2.0,,104.0,58.0,,,,,,,,,,,,8.0,154.0,,,270609.5,165588.0,-63.42337609005484,0.5,0.5,44503.596825396824,329967.0,14891028.0,HTTPS://WWW.NATIONSFINEST.ORG/,319,28671006.0
1808,94-2711707,American Council for An Energy Efficient Economy,Washington,DC,1697500800000000000,White/Caucasian/European,Male,,,,,,,,,21.0,1.0,3.0,2.0,,,,14.0,,,,1.0,14.0,7.0,,,0.0,,,,21.0,,,,,,,,,5.0,1.0,,,,,,4.0,,,,,4.0,1.0,,,,,,,5.0,,,,,,,,,80.0,11.0,6.0,7.0,0.0,0.0,0.0,49.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,196067.0,211287.0,7.203472054598721,0.5,0.5,49861.09016393442,339123.0,7712469.0,WWW.ACEEE.ORG,130,13111647.0
1809,94-2759879,Race Forward,WASHINGTON,DC,1695945600000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,3.0,4.0,2.0,,,,4.0,,1.0,,,6.0,8.0,,,,,,,,4.0,10.0,,,,14.0,,,12.0,1.0,6.0,1.0,,,,3.0,,,1.0,,5.0,5.0,,2.0,,0.0,12.0,,,3.0,3.0,6.0,,2.0,5.0,5.0,,99.0,12.0,41.0,15.0,,1.0,1.0,15.0,9.0,,5.0,,63.0,25.0,3.0,8.0,,,,,,,,,99.0,,,,99.0,195091.8,184402.0,-5.797008709233082,0.4444444444444444,0.5555555555555556,80200.41333333333,242920.0,7728098.0,WWW.RACEFORWARD.ORG,84,35206795.0
1810,94-2760764,Education Training and Research Associates,Scotts Valley,CA,1620297170000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,2.0,1.0,2.0,,0.0,,8.0,0.0,,0.0,0.0,11.0,1.0,1.0,,,0.0,13.0,,,,,,,,,,,6.0,2.0,1.0,0.0,,0.0,,3.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,104.0,17.0,10.0,12.0,,1.0,,64.0,,,,,,,,,,,,,,,,,,,,,,223366.7142857143,193309.0,-15.549050631742075,0.36363636363636365,0.6363636363636364,90698.75806451614,341571.0,13583449.0,WWW.ETR.ORG,135,19349341.0
1811,94-2762269,CATHOLIC CHARITIES OF SANTA CLARA COUNTY,San Jose,CA,1693440000000000000,White/Caucasian/European,Male,,,,White/Caucasian/European,Female,,,,21.0,2.0,1.0,4.0,,,,14.0,,,,,8.0,13.0,,,,,,,,,,,,,,,,5.0,2.0,,,,,,3.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,488.0,88.0,18.0,284.0,,1.0,,76.0,16.0,,,5.0,364.0,118.0,,,6.0,,,,,,,,,,,,,216141.33333333334,264803.0,18.376554142765247,0.5,0.5,43342.977198697066,317069.0,28055421.0,www.catholiccharitiesscc.org,620,54565333.0
1815,94-2979073,Berkeley Food and Housing Project,Berkeley,CA,1647004949000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,1.0,,,,,4.0,2.0,,,,7.0,1.0,,,,,,,,,,,,,,,,134.0,7.0,60.0,21.0,,1.0,,31.0,14.0,,,,87.0,46.0,1.0,,,,,,,,,,,,,,,154923.5,188905.0,17.98867155448506,0.3333333333333333,0.6666666666666666,46144.5099009901,188905.0,9819943.0,WWW.INSIGHTHOUSING.ORG,205,20896855.0
1816,94-3042565,East Bay Community Law Center,BERKELEY,CA,1671062400000000000,Black/African American,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,30.0,8.0,8.0,1.0,,,,12.0,,1.0,,,18.0,8.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,12.0,7.0,19.0,,,,13.0,11.0,,,,48.0,10.0,4.0,,,,,,,19.0,43.0,,,,,,,178462.0,0.0,-1.0,0.0,1.0,73077.34653465346,203712.0,7737736.0,WWW.EBCLC.ORG,103,10466463.0
1817,94-3042571,Yerba Buena Center for the Arts,San Francisco,CA,1663545600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,8.0,1.0,,2.0,,1.0,,3.0,,,,1.0,7.0,1.0,,,,,,,8.0,,,,8.0,,8.0,,,6.0,0.0,2.0,,,,,4.0,,,,,5.0,1.0,,,,,6.0,,,2.0,4.0,,,,6.0,,,65.0,11.0,13.0,9.0,,2.0,,16.0,,4.0,10.0,,29.0,23.0,4.0,9.0,,1.0,52.0,,12.0,17.0,36.0,,12.0,2.0,51.0,,12.0,212114.75,189992.33333333334,-11.643847032424109,0.42857142857142855,0.5714285714285714,25324.37398373984,278945.0,7648232.0,WWW.YBCA.ORG,253,15625492.0
1818,94-3055602,Hamilton Families,SAN FRANCISCO,CA,1644509205000000000,Black/African American,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,15.0,1.0,1.0,2.0,,,,10.0,1.0,,,,9.0,6.0,,,,,,,,1.0,14.0,,,,,,,6.0,,2.0,2.0,,,,2.0,,,,,4.0,2.0,,,,,,,,3.0,3.0,,,,,,,141.0,12.0,50.0,42.0,,,,35.0,2.0,,,,92.0,45.0,4.0,,,,,,,42.0,99.0,,,,,,,185339.6,0.0,-1.0,0.0,1.0,62648.26347305389,249735.0,11388958.0,HAMILTONFAMILIES.ORG,172,18988869.0
1822,94-3078431,PRC,San Francisco,CA,1674575796000000000,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,1.0,,1.0,,,,8.0,1.0,,,,1.0,9.0,1.0,,,,11.0,,,7.0,4.0,,,,,,11.0,6.0,1.0,1.0,,,,,4.0,,,,,3.0,3.0,,,,,6.0,,,1.0,4.0,,1.0,,4.0,,2.0,220.0,,,,,,,,,,,,119.0,98.0,3.0,,,,,,,,,,,,,,,230600.0,228580.25,-0.8836065233107409,0.8,0.2,78535.578125,347102.0,6171198.0,WWW.PRCSF.ORG,69,10563292.0
1823,94-3081666,Mercy Housing California,Denver,CO,1674691200000000000,White/Caucasian/European,Male,,,,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,13.0,2.0,1.0,2.0,,0.0,,7.0,1.0,,0.0,0.0,8.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.0,162.0,128.0,252.0,,2.0,,169.0,0.0,,0.0,44.0,427.0,328.0,,,2.0,,,,,,,,,,,,,211781.5,200501.77777777778,-5.625746737629369,0.8181818181818182,0.18181818181818182,,0.0,16068192.0,WWW.MERCYHOUSING.ORG,0,51666218.0
1824,94-3087060,Abode Services,Fremont,CA,1613062446000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,6.0,1.0,,,,,7.0,,,,,3.0,11.0,,,,,14.0,,,,,,14.0,,,,14.0,23.0,3.0,5.0,6.0,,,,6.0,3.0,,,,,,,,23.0,,,,23.0,2.0,,,21.0,,,,23.0,564.0,66.0,124.0,141.0,,7.0,,120.0,53.0,,53.0,,,,,,564.0,,,,,,,,,,,,,177693.4,249188.0,28.69102846043951,0.375,0.625,44605.39931740614,284990.0,40844177.0,WWW.ABODESERVICES.ORG,887,113601389.0
1825,94-3094966,Starvista,San Carlos,CA,1667260800000000000,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,3.0,,2.0,,,,7.0,,,,1.0,3.0,10.0,,,,,13.0,,,,12.0,,1.0,2.0,11.0,,,8.0,,2.0,1.0,,,,5.0,,,,,6.0,2.0,,,,,8.0,,,,8.0,,,3.0,5.0,,,307.0,16.0,9.0,50.0,,1.0,,48.0,9.0,2.0,2.0,170.0,104.0,24.0,8.0,2.0,169.0,6.0,129.0,2.0,170.0,36.0,96.0,2.0,173.0,54.0,,17.0,236.0,186815.5,0.0,-1.0,0.0,1.0,45081.97435897436,229490.0,13054641.0,www.star-vista.org,277,17109127.0
1826,94-3096716,Episcopal Community Services of San Francisco,San Francisco,CA,1650362761000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Decline to state,,,,,,19.0,4.0,3.0,1.0,,0.0,,10.0,1.0,0.0,,,9.0,10.0,,,,,,,,2.0,5.0,,12.0,,,,,18.0,5.0,1.0,2.0,,,,9.0,1.0,,,,7.0,11.0,,,,,,,,,,,,,,,,428.0,48.0,204.0,80.0,,2.0,,70.0,24.0,,,,227.0,201.0,,,,,,,,,,,,,,,,196681.0,186395.75,-5.517963794775364,0.5714285714285714,0.42857142857142855,54230.38769230769,279595.0,36585378.0,WWW.ECS-SF.ORG,657,73591009.0
1827,94-3101292,On Lok Day Services,San Francisco,CA,1693999702000000000,,,,,,,,,,,7.0,3.0,,3.0,,,,1.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,14.0,,31.0,,,,4.0,,1.0,,,23.0,26.0,1.0,,,1.0,49.0,,,,,,,,,,,365963.3333333333,252319.0,-45.03994282370068,0.4,0.6,47464.06122448979,190709.0,2516448.0,WWW.ONLOK.ORG,54,7180931.0
1829,94-3112338,COMMUNITY HOUSING PARTNERSHIP,SAN FRANCISCO,CA,1630412150000000000,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,14.0,2.0,0.0,1.0,,0.0,,10.0,1.0,,,,7.0,7.0,,,,,,,,,,,,,,,,10.0,2.0,2.0,1.0,,0.0,,5.0,0.0,,,,6.0,4.0,,,,,,,,,,,,,,,,343.0,22.0,142.0,33.0,,3.0,,56.0,21.0,,0.0,66.0,225.0,118.0,,,,,,,,,,,,,,,,207635.0,262944.0,21.034516855299987,0.3333333333333333,0.6666666666666666,42238.3569023569,262944.0,13223006.0,WWW.CHP-SF.ORG,300,28777753.0
1831,94-3139952,Outright Action International,NEW YORK,NY,1690329600000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,22.0,4.0,4.0,2.0,,1.0,,11.0,,,,,9.0,11.0,2.0,,,1.0,21.0,,,21.0,1.0,,,,,22.0,,5.0,,,,,,,,,,5.0,,,,,5.0,,,,5.0,,,,5.0,,,,5.0,,50.0,,,,,,,,,,50.0,,,,,50.0,,,,50.0,,,,50.0,,,,50.0,,231683.33333333334,0.0,-1.0,0.0,1.0,171678.38461538462,308503.0,2926869.0,www.outrightinternational.org,16,15537014.0
1832,94-3143254,Youth Alive,Oakland,CA,1697760000000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Male,Decline to state,,Person without a disability,,,,,,12.0,,4.0,2.0,,,,5.0,1.0,,,,7.0,5.0,,,,,,,12.0,,,,12.0,2.0,,,10.0,4.0,,1.0,1.0,,,,1.0,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,52.0,2.0,22.0,21.0,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,168539.0,0.0,-1.0,0.0,1.0,64250.91525423729,168539.0,3959343.0,WWW.YOUTHALIVE.ORG,60,6018611.0
1833,94-3146280,Homeless Prenatal Program Inc,San Francisco,CA,1695168000000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,8.0,3.0,,,,,,5.0,,,,,7.0,1.0,,,,,,,,,,,,,,,,9.0,,5.0,,,,,4.0,,,,,8.0,1.0,,,,,,,,,,,,,,,,128.0,8.0,36.0,53.0,,,,24.0,7.0,,,,117.0,10.0,1.0,,,,,,,,,,,,,,,189124.0,0.0,-1.0,0.0,1.0,98497.05555555556,250029.0,9621231.0,WWW.HOMELESSPRENATAL.ORG,94,19931597.0
1834,94-3176007,Operation Dignity Inc,Oakland,CA,1616166135000000000,White/Caucasian/European,Female,Not transgender (cisgender),,,,,,,,10.0,1.0,3.0,1.0,,,,5.0,,,,,4.0,6.0,,,,,,,,,,,,,,,,7.0,,3.0,1.0,,,,3.0,,,,,,,,,,,7.0,,,,,,,,,,,63.0,5.0,43.0,3.0,,,,12.0,,,,,27.0,36.0,,,,,63.0,,,,,,,,,,,184596.0,0.0,-1.0,0.0,1.0,47084.01190476191,184596.0,4139653.0,OPERATIONDIGNITY.ORG,85,8555959.0
1835,94-3185529,Rehabilitation and Employment Services of the East Bay,Martinez,CA,1644593775000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person with a disability,,,,,,6.0,0.0,1.0,,,,,5.0,,,,,3.0,3.0,,,,,6.0,,,2.0,4.0,,,1.0,5.0,,,4.0,1.0,2.0,,,,,1.0,,,,,3.0,1.0,,,,,4.0,,,1.0,3.0,,,,4.0,,,75.0,,,,,,,,,,,,60.0,15.0,,,,,,,,,,,,,,,,0.0,169612.0,100.0,1.0,0.0,34296.6875,169612.0,3462094.0,RESSUCCESS.ORG,97,4900521.0
1839,94-3250304,Jewish Family and Community Services East Bay,CONCORD,CA,1694131200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,6.0,,1.0,,,7.0,,,,,,7.0,,,,7.0,,,,,,,73.0,12.0,3.0,11.0,,,,34.0,2.0,,,11.0,51.0,17.0,,5.0,,,,,,,,,,,,,,0.0,190156.0,100.0,1.0,0.0,58315.142857142855,190156.0,5088628.0,JFCS-EASTBAY.ORG,85,12501886.0
1840,94-3255845,George Mark Childrens Fund,San Leandro,CA,1677024000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,,1.0,1.0,,,,8.0,,,,,7.0,3.0,,,,,10.0,,,,,,,,10.0,,,6.0,2.0,,1.0,,,,3.0,,,,,4.0,2.0,,,,,6.0,,,,,,,6.0,,,,58.0,21.0,4.0,11.0,,1.0,,21.0,,,,,50.0,8.0,,,,,,,,,,,,,,,,260513.5,162288.0,-60.525423937691016,0.3333333333333333,0.6666666666666666,46202.360655737706,342448.0,3501659.0,www.georgemark.org,64,6265889.0
1841,94-3297479,Policylink,Oakland,CA,1668556800000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,8.0,2.0,4.0,2.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,5.0,,2.0,1.0,,,,1.0,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,86.0,11.0,32.0,9.0,,,,17.0,4.0,,,13.0,,,,,,,,,,,,,,,,,,268293.3333333333,401408.6666666667,33.162047655506534,0.3333333333333333,0.6666666666666666,117349.23958333333,591090.0,14079513.0,WWW.POLICYLINK.ORG,105,83393172.0
1842,94-3311088,Aspire Public Schools,Oakland,CA,1620387583000000000,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,1.0,,,,,,1.0,,,3.0,1.0,,,,,4.0,,,,,,,,,,,1869.0,165.0,237.0,819.0,,15.0,,477.0,74.0,,,82.0,1420.0,444.0,1.0,4.0,,,,,,,,,,,,,,228817.77777777778,207320.33333333334,-10.369192494920632,0.4,0.6,55083.70431765613,328166.0,146190411.0,WWW.ASPIREPUBLICSCHOOLS.ORG,2609,233476749.0
1843,94-3341034,First Place for Youth,Oakland,CA,1650279403000000000,Black/African American,Male,,,,,,,,,18.0,,3.0,,,,,12.0,2.0,,1.0,,10.0,8.0,,,,,18.0,,,3.0,15.0,,,,18.0,,,21.0,1.0,7.0,2.0,,,,10.0,1.0,,,,17.0,4.0,,,,,,,,,,,,,,,,126.0,14.0,37.0,32.0,,,,37.0,6.0,,,,96.0,30.0,,,,,,,,,,,,,,,,181573.4,196762.0,7.719275063274416,0.16666666666666666,0.8333333333333334,64301.25,210805.0,11392829.0,WWW.FIRSTPLACEFORYOUTH.ORG,166,27240222.0
