ein,org_name,city,state_code,dei_last_modified,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,total_revenue
94-3214572,Valley Vision Inc,Sacramento,CA,2022-06-24 09:30:10,Decline to state,Female,,,,,,,,,30.0,2.0,6.0,2.0,,,,17.0,3.0,,,,11.0,19.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,16.0,4.0,3.0,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,3489872.0
94-3403801,Faith Network of the East Bay Inc,Oakland,CA,2023-01-20 00:00:00,White/Caucasian/European,Male,,,,,,,,,11.0,,5.0,,,,,6.0,,,,,3.0,8.0,,,,,,,11.0,,,,11.0,,,,,4.0,,1.0,,,,,3.0,,,,,3.0,1.0,,,,,4.0,,,,,,,,4.0,,,16.0,2.0,9.0,,,,,5.0,,,,,13.0,3.0,,,,,,,,,,,,,,,,1057713.0
94-6121751,Link-Care Foundation,Fresno,CA,2022-11-09 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,6.0,,,,,,,6.0,,,,,2.0,4.0,,,,,6.0,,,,6.0,,,,6.0,,,3.0,,,,,,,3.0,,,,,3.0,,,,,,3.0,,,,3.0,,,,3.0,,,16.0,,,1.0,,,,15.0,,,,,12.0,4.0,,,,,16.0,,,,16.0,,,,16.0,,,1724352.0
95-2104089,Santa Barbara Symphony Orchestra Association,Santa Barbara,CA,2022-10-04 00:00:00,White/Caucasian/European,Female,,,Person without a disability,,,,,,20.0,,,,,,,,,,,,7.0,13.0,,,,,,,,,,,,,,,,7.0,,,1.0,,,,6.0,,,,,5.0,2.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,16.0,,,11.0,5.0,,,,,,,,,,,,,,,,3162480.0
95-2151829,Twelfth Step House of San Diego,SAN DIEGO,CA,2023-01-02 00:00:00,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,15.0,,,,,,,15.0,,,,,4.0,11.0,,,,,15.0,,,,15.0,,,,15.0,,,3.0,,,,,,,3.0,,,,,,3.0,,,,,3.0,,,,3.0,,,,3.0,,,16.0,1.0,1.0,1.0,,,,11.0,2.0,,,,5.0,11.0,,,,,16.0,,,1.0,15.0,,,,,,,1627871.0
95-4443878,A Noise Within,Pasadena,CA,2021-05-18 17:46:20,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),,,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,3.0,,,,7.0,1.0,,,,7.0,4.0,,,,,,,,,,,,,,,,16.0,,,5.0,,,,10.0,1.0,,,,11.0,5.0,,,,,,,,,,,,,,,,5458487.0
95-4468225,Wall-Las Memorias Project,Los Angeles,CA,2023-07-11 00:00:00,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,8.0,1.0,,4.0,,,,3.0,,,,,3.0,5.0,,,,,8.0,,,4.0,4.0,,,,8.0,,,5.0,,,5.0,,,,,,,,,2.0,3.0,,,,,5.0,,,3.0,2.0,,,,5.0,,,16.0,1.0,,14.0,,,,1.0,,,,,4.0,11.0,1.0,,,,16.0,,,14.0,2.0,,,,16.0,,,2773946.0
95-6037070,Putnam Foundation,San Diego,CA,2022-11-03 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),,,,,,,,15.0,1.0,1.0,1.0,,,,12.0,,,,,7.0,8.0,,,,,15.0,,,,,,,2.0,13.0,,,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,5.0,,,,,,,,,,,16.0,2.0,,3.0,,,,11.0,,,,,12.0,4.0,,,,,,,,,,,,,,,,2026658.0
95-6120630,A3,Artesia,CA,2022-01-20 16:35:51,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,4.0,0.0,0.0,,0.0,,8.0,0.0,,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,,,,10.0,3.0,0.0,0.0,,0.0,,6.0,1.0,,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,,16.0,6.0,0.0,0.0,,0.0,,9.0,1.0,,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,,,,,2838912.0
01-0518193,Acadia Center,Rockport,ME,2023-04-04 00:00:00,White/Caucasian/European,Male,Decline to state,Decline to state,Person without a disability,,,,,,12.0,1.0,1.0,,,,,4.0,,,,6.0,2.0,4.0,,,6.0,,5.0,1.0,6.0,,6.0,,6.0,,6.0,,6.0,4.0,,,,,,,4.0,,,,,3.0,1.0,,,,,3.0,1.0,,3.0,,1.0,,,4.0,,,15.0,,,,,,,13.0,,,,2.0,6.0,7.0,,,2.0,,12.0,1.0,2.0,3.0,9.0,1.0,2.0,,13.0,,2.0,2515803.0
01-0583325,Kids Soar,Roanoke,VA,2022-10-27 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,1.0,,,,,12.0,,,,,,,,,,,,,,,,,,2.0,,,11.0,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,15.0,,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,15.0,,,478447.0
01-0856384,Sing for Hope Inc,New York,NY,2023-05-17 00:00:00,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),,Person without a disability,Asian/Asian American,Female,Not transgender (cisgender),,Person without a disability,25.0,4.0,5.0,,,,,16.0,,,,,16.0,9.0,,,,,,,,,,,,,,,,3.0,1.0,,1.0,,,,1.0,,,,,,,,,,,3.0,,,,,,,,3.0,,,15.0,2.0,1.0,3.0,,,,9.0,,,,,9.0,6.0,,,,,,,,,,,,0.0,15.0,,,6639401.0
02-0316192,Youth Council Inc,Nashua,NH,2023-02-23 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,3.0,,,,,3.0,1.0,,,,,,,,1.0,3.0,,,1.0,,,3.0,15.0,,1.0,1.0,,,,13.0,,,,,12.0,3.0,,,,,,,,,,,,,,,,642107.0
02-0484723,Monadnock Area Peer Support Agency,KEENE,NH,2022-03-30 16:46:15,,Female,,,Person with a disability,,,,,,11.0,,,,,,,,,,,,10.0,1.0,,,,,,,,,,,,6.0,,,5.0,5.0,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,2.0,,,3.0,15.0,,,,,,,,,,,,9.0,6.0,,,,1.0,,,14.0,2.0,,,13.0,10.0,,,5.0,914003.0
02-0712905,Climate Generation,Minneapolis,MN,2023-03-24 11:29:56,,,,,,,,,,,14.0,1.0,1.0,,,,,12.0,,,,,7.0,7.0,,,,,14.0,,,,,,14.0,,,,14.0,4.0,1.0,,,,,,2.0,1.0,,,,4.0,,,,,,4.0,,,,4.0,,,,4.0,,,15.0,3.0,1.0,,,,,10.0,1.0,,,,11.0,3.0,1.0,,,1.0,14.0,,,,,,,,,,,1572387.0
03-0230490,Pilobolus Inc,WASHINGTON,CT,2021-12-17 11:59:47,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,6.0,,,,,5.0,1.0,,,,,6.0,,,,6.0,,,,6.0,,,15.0,1.0,,1.0,,,,10.0,2.0,1.0,,,7.0,6.0,2.0,,,1.0,14.0,,,6.0,9.0,,,,15.0,,,1071479.0
03-0359346,Clean Energy Group Inc,Montpelier,VT,2022-10-31 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),,,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),,,6.0,1.0,0.0,1.0,,0.0,,4.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,4.0,,,,,,,3.0,1.0,,,,1.0,3.0,,,,,4.0,,,,,,,,,,,15.0,1.0,1.0,,,,,11.0,2.0,,,,10.0,5.0,,,,,,,,,,,,,,,,1345864.0
03-0399261,Parkesburg Point,Parkesburg,PA,2022-10-10 00:00:00,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,,,,,,,,,,,4.0,10.0,,,,,,,,,,,,,,,,5.0,,2.0,,,,,3.0,,,,,2.0,3.0,,,,,5.0,,,,5.0,,,,,,,15.0,,,,,,,,,,,,8.0,7.0,,,,,15.0,,,,15.0,,,,,,,1419185.0
04-2786576,Rehearsal for Life Inc,Jamaica Plain,MA,2021-07-16 10:03:47,,,,,,,,,,,16.0,,1.0,,,,,15.0,,,,,,,,,,,,,,1.0,15.0,,,,,,,4.0,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,15.0,,2.0,2.0,,,,11.0,,,,,11.0,3.0,1.0,,,,,,,,,,,,,,,1351454.0
04-3298538,Provide Inc,BOSTON,MA,2023-05-31 00:00:00,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,6.0,,3.0,,,,,3.0,,,,,5.0,1.0,,,,,,,,,,,,,,,,3.0,,2.0,,,,,1.0,,,,,3.0,,,,,,3.0,,,2.0,1.0,,,,3.0,,,15.0,1.0,5.0,1.0,,,,8.0,,,,,10.0,1.0,4.0,,,,15.0,,,,,,,5.0,10.0,,,1297494.0
04-3575764,Silver Lining Mentoring Inc,Boston,MA,2023-02-02 00:00:00,White/Caucasian/European,Non-binary,Decline to state,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,12.0,,1.0,1.0,,,,10.0,,,,,4.0,8.0,,,,,12.0,,,1.0,11.0,,,,,,12.0,6.0,0.0,1.0,0.0,,0.0,,4.0,1.0,,,,4.0,1.0,1.0,,,,5.0,1.0,,2.0,4.0,,,,6.0,,,15.0,,2.0,2.0,,,,11.0,,,,,9.0,3.0,3.0,,,1.0,12.0,2.0,,6.0,9.0,,,1.0,13.0,1.0,,5734581.0
04-3762842,Transgender Legal Defense and Education Fund Inc,New York,NY,2023-02-24 00:00:00,Asian/Asian American,Female,Transgender,,,,,,,,9.0,,3.0,,,,,6.0,,,,,6.0,3.0,,,,5.0,4.0,,,,,,,,,,,5.0,1.0,1.0,1.0,,,,1.0,1.0,,,,3.0,2.0,,,,3.0,2.0,,,,,,,,,,,15.0,,,,,,,,,,,,6.0,3.0,6.0,,,12.0,3.0,,,,,,,,,,,2457191.0
04-6138418,Citizens Housing & Planning Association Inc,Boston,MA,2023-08-23 00:00:00,,,,,,,,,,,20.0,2.0,6.0,3.0,,,,9.0,,,,,15.0,5.0,,,,,,,,,,,,,,,,7.0,,1.0,1.0,,,,5.0,,,,,5.0,2.0,,,,,,,,,,,,,,,,15.0,,3.0,2.0,1.0,,,7.0,,,,2.0,10.0,3.0,,,2.0,,,,,,,,,,,,,4277599.0
05-0352796,Tomaquag Indian Memorial Museum The,EXETER,RI,2022-12-05 00:00:00,Native American/American Indian/Alaska Native/Indigenous,Female,Decline to state,Decline to state,Person without a disability,Native American/American Indian/Alaska Native/Indigenous,Female,Decline to state,Decline to state,Person without a disability,11.0,,,,,7.0,,4.0,,,,,8.0,3.0,,,,,,,,,,,,,,,11.0,4.0,,,,,3.0,,1.0,,,,,3.0,1.0,,,,,4.0,0.0,0.0,,4.0,,,,4.0,0.0,,15.0,,,1.0,,11.0,,3.0,,,,,11.0,3.0,1.0,,,,14.0,,1.0,,,,,6.0,9.0,,,2308048.0
05-0621941,Trauma and Resiliency Resources Inc,Callicoon,NY,2022-12-28 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,4.0,,,,,,,4.0,,,,,2.0,2.0,0.0,,,0.0,4.0,,,,4.0,,,,4.0,0.0,,2.0,,,,,,,2.0,,,,,1.0,1.0,,,,,2.0,,,,2.0,,,0.0,2.0,,,15.0,,1.0,5.0,,1.0,,8.0,,,,,6.0,9.0,,,,2.0,13.0,,,2.0,13.0,,,,15.0,,,39473.0
06-0646911,Boys & Girls Club of Stamford Inc,Stamford,CT,2023-07-14 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,32.0,,5.0,1.0,,,,25.0,1.0,,,,13.0,19.0,,,,,,,,,,,,,,,,6.0,,3.0,,,,,3.0,,,,,1.0,5.0,,,,,,,,,,,,,,,,15.0,,11.0,1.0,,,,3.0,,,,,3.0,12.0,,,,,,,,,,,,,,,,3416145.0
06-0653158,Connecticut Association for Human Services Inc,Hartford,CT,2022-06-02 17:00:27,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,6.0,,1.0,1.0,,,,4.0,,,,,3.0,3.0,,,,,6.0,,,1.0,5.0,,,,6.0,,,5.0,,2.0,,,,,3.0,,,,,2.0,3.0,,,,,5.0,,,0.0,5.0,,,1.0,4.0,,,15.0,1.0,5.0,1.0,,,,8.0,,,,,10.0,5.0,,,,,15.0,,,1.0,14.0,,,2.0,13.0,,,1498143.0
06-0801966,Ulbrich Boys & Girls Club Inc,Wallingford,CT,2021-02-03 10:26:38,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,,,,1.0,,,,,,3.0,,,,,3.0,,,,,,,,3.0,,,15.0,2.0,,1.0,,,,10.0,1.0,,,1.0,9.0,6.0,,,,,,,,,,,,,,,,0.0
06-0985421,Knox Inc,Hartford,CT,2023-01-24 00:00:00,White/Caucasian/European,Male,,,,,,,,,17.0,0.0,3.0,1.0,,0.0,,13.0,0.0,,0.0,0.0,11.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0,0.0,1.0,0.0,,0.0,,3.0,0.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0,0.0,1.0,5.0,,0.0,,9.0,0.0,,0.0,0.0,7.0,7.0,1.0,0.0,0.0,,,,,,,,,,,,,2231525.0
06-1380472,Community Economic Development Fund Foundation Inc,Meriden,CT,2022-12-19 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,2.0,2.0,,,,9.0,,,,,4.0,9.0,,,,,,,,,,,,,,,,3.0,,,1.0,,,,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,15.0,,1.0,3.0,,,,11.0,,,,,8.0,7.0,,,,,,,,,,,,,,,,2229141.0
13-3104476,Student Advocacy Inc,Elmsford,NY,2020-07-07 16:41:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,15.0,,2.0,1.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,1397200.0
13-3214627,Legal Outreach Inc,Astoria,NY,2022-09-27 00:00:00,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,8.0,,7.0,1.0,,,,,,,,,5.0,3.0,,,,,8.0,,,,3.0,,5.0,,8.0,,,6.0,,4.0,1.0,,,,,,1.0,,,4.0,2.0,,,,,6.0,,,,4.0,,2.0,,6.0,,,15.0,1.0,8.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3238290.0
13-3628854,Bay Street Theatre Festival Inc,Sag Harbor,NY,2022-01-12 13:40:17,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,22.0,0.0,1.0,0.0,,0.0,,21.0,0.0,,,,10.0,12.0,,,,,22.0,,,2.0,20.0,,,,,,22.0,4.0,0.0,0.0,0.0,,0.0,,4.0,0.0,,,,2.0,2.0,,,,0.0,4.0,,,,,,,0.0,4.0,,,15.0,0.0,0.0,1.0,,0.0,,14.0,0.0,,,,6.0,9.0,,,,0.0,15.0,,,3.0,12.0,,,0.0,15.0,,,4875850.0
13-4125884,Reading Team Inc,New York,NY,2023-08-17 12:31:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,11.0,4.0,,,,,,,,,,,,,,,,741393.0
13-4229276,Emilio Nares Foundation,San Diego,CA,2022-04-08 11:08:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,15.0,1.0,0.0,12.0,,0.0,,2.0,,,,,11.0,4.0,,,,,,,,,,,,,,,,1340458.0
13-6089816,Save the Music Foundation,NEW YORK,NY,2022-11-10 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,19.0,3.0,1.0,1.0,,,,,,,,14.0,9.0,10.0,,,,,19.0,,,4.0,14.0,1.0,,,,,,6.0,1.0,0.0,1.0,,0.0,,4.0,,,,,4.0,2.0,,,,,6.0,,,,6.0,,,,,,,15.0,2.0,2.0,2.0,,,,8.0,,1.0,,,10.0,5.0,,,,,15.0,,,2.0,12.0,1.0,,,,,,8246893.0
15-0532074,United Way of the Valley & Greater Utica Area Inc,UTICA,NY,2022-08-29 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,,4.0,,,,,19.0,,,,,11.0,12.0,,,,,23.0,,,,,,,,,,,6.0,,1.0,,,,,5.0,,,,,6.0,,,,,,6.0,,,,6.0,,,,,,,15.0,,2.0,1.0,,,,11.0,,,,1.0,14.0,1.0,,,,1.0,14.0,,,,,,,1.0,14.0,,,3372877.0
20-0801622,Lifeline Recovery Center,Paducah,KY,2023-01-19 00:00:00,White/Caucasian/European,Female,,,,,,,,,12.0,,,,,,,,,,,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,10.0,5.0,,,,,,,,,,,,,,,,1340886.0
20-0858549,Helping and Lending Outreach Support,N CHARLESTON,SC,2023-06-12 11:05:30,White/Caucasian/European,,,,,,,,,,11.0,,1.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,2.0,,,,,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,15.0,,7.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,2813866.0
20-1148737,Academy of Music for the Blind,Monrovia,CA,2022-02-16 18:39:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,11.0,,,179840.0
20-1565775,Galeo Latino Community Development Fund Inc,Atlanta,GA,2022-09-07 00:00:00,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,10.0,,,7.0,,,,2.0,1.0,,,,4.0,6.0,,,,,,,,,,,,,,,,7.0,,,5.0,,,,1.0,1.0,,,,3.0,4.0,,,,,7.0,,,2.0,5.0,,,1.0,6.0,,,15.0,,,13.0,,,,1.0,1.0,,,,6.0,9.0,,,,,15.0,,,3.0,12.0,,,1.0,13.0,1.0,,1727824.0
20-1578048,Savannah Childrens Theatre Inc,Savannah,GA,2022-02-14 18:44:08,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,8.0,,,,,,,,,,,,4.0,4.0,,,,,,,,1.0,,,7.0,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,0.0,3.0,,,,,,,15.0,1.0,2.0,2.0,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,1084460.0
20-1602122,Business Council for Peace Inc,SOUTHAMPTON,NY,2023-04-06 00:00:00,Hispanic/Latino/Latina/Latinx,Female,,,,,,,,,12.0,,1.0,1.0,,,,9.0,1.0,,,,8.0,4.0,,,,,,,,,,,,,,,,4.0,,,1.0,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,15.0,,,10.0,,,,5.0,,,,,15.0,,,,,,,,,,,,,,,,,1472336.0
20-1854310,Adore Ministries Inc,Houston,TX,2023-08-21 13:35:14,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,5.0,,,1.0,,,,4.0,,,,,3.0,2.0,,,,,5.0,,,,5.0,,,,5.0,,,4.0,,1.0,,,,,3.0,,,,,2.0,2.0,,,,,4.0,,,,4.0,,,,4.0,,,15.0,2.0,2.0,,,,,11.0,,,,,10.0,5.0,,,,,15.0,,,,15.0,,,,15.0,,,794328.0
20-2028975,Bridge Meadows,Portland,OR,2023-07-26 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),,,Black/African American,Female,Not transgender (cisgender),,,20.0,,1.0,1.0,1.0,1.0,,16.0,,,,,10.0,10.0,,,,,20.0,,,,,,20.0,,,,20.0,4.0,,1.0,,,,,3.0,,,,,3.0,1.0,,,,,4.0,,,,,,4.0,,,,4.0,15.0,1.0,2.0,1.0,,,,10.0,,1.0,,,13.0,1.0,1.0,,,1.0,14.0,,,2.0,13.0,,,10.0,5.0,,,3895690.0
20-2242921,Fostering Change for Children Ltd,Rocky Point,NY,2021-03-15 14:40:21,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,6.0,2.0,1.0,,,,,3.0,,,,,2.0,4.0,,,,,6.0,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,2.0,,,,,2.0,,,,,,,,2.0,,,15.0,1.0,2.0,3.0,,,,7.0,2.0,,,,9.0,6.0,,,,,15.0,,,,,,,,,,,456038.0
20-2411268,Tamarindo Foundation Inc,Indianapolis,IN,2022-07-20 00:00:00,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,,,,,,14.0,,,2.0,,,,12.0,,,,,5.0,9.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,15.0,,,,,,,,,8.0,7.0,,,,,,,,,,,,,,,,295092.0
20-2468226,State Theater of Modesto Inc,Modesto,CA,2022-11-10 00:00:00,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,15.0,1.0,,3.0,,,,7.0,1.0,,,3.0,8.0,7.0,,,,,15.0,,,,15.0,,,,12.0,,3.0,3.0,,,2.0,,,,1.0,,,,,2.0,1.0,,,,,3.0,,,,3.0,,,,3.0,,,15.0,1.0,1.0,2.0,,,,9.0,2.0,,,,6.0,9.0,,,,3.0,12.0,,,5.0,10.0,,,1.0,14.0,,,1010614.0
20-3210841,Pony Power Therapies Inc,Mahwah,NJ,2021-01-29 09:47:18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,3.0,,,,,,3.0,,,,3.0,,,,3.0,,,15.0,,,,,,,,,,,,14.0,1.0,,,,,,,,,,,,,,,,3637032.0
20-4006019,This Child Here Inc,Daytona Beach,FL,2019-10-18 09:52:30,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,6.0,,,,,,,6.0,,,,,4.0,2.0,,,,,6.0,,,,6.0,,,,6.0,,,2.0,,,,,,,2.0,,,,,1.0,1.0,,,,,2.0,,,,2.0,,,,2.0,,,15.0,,,,,,,15.0,,,,,14.0,1.0,,,,,15.0,,,,15.0,,,,15.0,,,384566.0
20-8077416,College for Kids Inc,West Palm Beach,FL,2022-10-19 00:00:00,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,,,,,,16.0,1.0,3.0,,,,,12.0,,,,,4.0,12.0,,,,,,,16.0,,,,16.0,,,,16.0,2.0,,,1.0,,,,1.0,,,,,2.0,,,,,,,,2.0,,,,2.0,,,,2.0,15.0,,3.0,2.0,,,,10.0,,,,,14.0,1.0,,,,,,,15.0,,,,15.0,,,,15.0,2147013.0
22-1890880,Ducret School of the Arts,Plainfield,NJ,2022-10-27 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,9.0,,2.0,1.0,,,,6.0,,,,,6.0,3.0,,,,,,,9.0,2.0,7.0,,,,9.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,15.0,,3.0,2.0,,,,10.0,,,,,6.0,9.0,,,,,,,,2.0,,,13.0,,15.0,,,361642.0
22-2111573,Adult Day Center of Somerset County Inc,Bridgewater,NJ,2023-03-21 00:00:00,,Female,,,,,,,,,11.0,1.0,,,,,,10.0,,,,,3.0,8.0,,,,0.0,11.0,,,,11.0,,,,11.0,,,5.0,,,,,,,5.0,,,,,5.0,,,,,,5.0,,,,5.0,,,,5.0,,,15.0,2.0,2.0,1.0,,,,10.0,,,,,12.0,3.0,,,,,15.0,,,,15.0,,,,15.0,,,1021827.0
